dignities , 1
appeasd , 1
multitude , 1
beside , 2
strooke , 2
marcus , 5
credit , 2
slippery , 1
ground , 4
wayes , 1
conceit , 1
either , 2
flatterer , 1
greeue , 1
deerer , 2
making , 1
shaking , 1
foes , 1
presence , 1
coarse , 1
wounds , 5
weeping , 2
tearmes , 1
friendship , 1
enemies , 6
bayd , 1
hart , 6
didst , 8
hunters , 1
signd , 1
spoyle , 2
crimsond , 1
lethee , 1
forrest , 1
stroken , 1
modestie , 1
praising , 1
compact , 1
prickd , 1
depend , 1
looking , 1
sauage , 1
spectacle , 2
regard , 3
thats , 4
moreouer , 2
produce , 1
becomes , 1
funerall , 6
consent , 3
vtter , 1
protest , 1
permission , 3
contented , 2
rites , 2
lawfull , 1
aduantage , 3
speech , 5
deuise , 1
doot , 1
ended , 2
meeke , 1
ruines , 1
liued , 1
tide , 2
shed , 2
costly , 1
prophesie , 1
dumbe , 1
mouthes , 1
ruby , 1
lips , 1
vtterance , 2
domesticke , 1
fury , 1
cumber , 1
obiects , 2
familiar , 2
quartered , 1
choakd , 1
custome , 1
ranging , 1
reuenge , 4
ate , 1
hot , 3
confines , 1
monarkes , 1
hauocke , 1
slip , 1
dogges , 1
foule , 1
smell , 1
carrion , 1
buriall , 2
octauios , 2
serue , 1
octauius , 23
letters , 7
comming , 3
bigge , 1
apart , 1
catching , 1
beads , 1
sorrow , 2
began , 1
water , 1
lies , 4
leagues , 1
post , 1
mourning , 2
safety , 1
awhile , 3
shalt , 4
try , 2
oration , 1
issue , 2
discourse , 1
yong , 8
lend , 2
plebeians , 4
ple , 3
audience , 2
streete , 1
numbers , 1
publike , 3
rendred , 2
1ple , 2
2 , 17
compare , 1
seuerally , 1
3 , 15
ascended , 1
countreymen , 1
louers , 2
silent , 1
censure , 1
wisedom , 1
senses , 1
iudge , 3
assembly , 1
demand , 2
rose , 1
slaues , 2
freemen , 1
slew , 2
ioy , 3
fortune , 4
offended , 5
rude , 1
countrey , 1
pause , 1
reply , 1
inrolld , 1
glory , 2
extenuated , 1
offences , 1
enforcd , 1
suffered , 1
mournd , 1
commonwealth , 1
slewe , 1
1 , 16
4 , 15
showts , 2
clamors , 1
sake , 4
corpes , 2
allowd , 1
chaire , 1
beholding , 2
findes , 1
twere , 1
blest , 1
rid , 2
ears , 1
bury , 2
praise , 1
euill , 2
liues , 2
enterred , 1
bones , 3
greeuous , 1
greeuously , 1
faithfull , 1
captiues , 1
ransomes , 1
coffers , 1
fill , 2
cryde , 1
wept , 1
sterner , 1
stuffe , 1
presented , 1
kingly , 1
refuse , 1
disprooue , 1
withholds , 1
mourne , 1
brutish , 1
coffin , 1
pawse , 1
sayings , 1
rightly , 1
markd , 1
y , 2
crown , 1
nobler , 1
begins , 2
maisters , 1
parchment , 1
seale , 2
closset , 1
commons , 2
testament , 2
dip , 1
napkins , 1
sacred , 1
haire , 2
memory , 1
mention , 1
willes , 1
bequeathing , 1
legacie , 1
wood , 1
hearing , 1
inflame , 1
heires , 1
oreshot , 1
daggers , 2
stabbd , 2
villaines , 3
compell , 1
ring , 2
descend , 2
hearse , 1
mantle , 2
summers , 1
euening , 1
tent , 8
ouercame , 2
neruij , 1
ran , 3
rent , 1
welbeloued , 1
pluckd , 1
cursed , 1
followed , 1
doores , 2
vnkindely , 1
knockd , 1
angel , 1
deerely , 1
vnkindest , 1
vanquishd , 1
burst , 1
muffling , 1
treason , 1
flourishd , 1
feele , 1
dint , 1
gracious , 1
vesture , 1
wounded , 1
marrd , 1
pitteous , 1
wofull , 1
reuengd , 2
traitor , 1
dy , 1
greefes , 4
orator , 1
plaine , 2
writ , 2
poor , 2
dum , 1
mouths , 1
ruffle , 1
moue , 2
forgot , 1
wil , 1
citizen , 1
seuenty , 2
fiue , 1
drachmaes , 2
arbors , 1
newplanted , 1
orchards , 1
heyres , 1
abroad , 2
recreate , 1
brands , 2
2ple , 1
3ple , 1
benches , 1
4ple , 1
formes , 1
mischeefe , 1
afoot , 1
thither , 1
mood , 1
madmen , 1
gates , 1
belike , 1
notice , 1
moued , 1
poet , 8
dreamt , 1
vnluckily , 1
charge , 3
wander , 1
something , 2
married , 2
batchellor , 2
breefely , 4
wisely , 4
batchellour , 1
marrie , 1
youl , 1
bang , 1
proceede , 1
answered , 3
dwelling , 1
teare , 4
peeces , 2
conspirator , 2
verses , 2
tear , 1
firebrands , 1
caskas , 1
quartus , 1
die , 2
prickt , 2
octa , 18
lep , 3
sisters , 1
dam , 1
determine , 1
legacies , 1
slight , 2
vnmeritable , 1
sent , 1
errands , 1
threefold , 1
diuided , 1
share , 1
blacke , 1
sentence , 1
proscription , 3
honours , 1
diuers , 1
slandrous , 1
loads , 1
asse , 2
gold , 6
groane , 1
swet , 2
driuen , 1
hauing , 2
treasure , 1
load , 1
empty , 1
graze , 1
tried , 1
souldier , 5
horse , 3
appoint , 1
prouender , 1
teach , 1
stop , 1
corporall , 1
taught , 1
traind , 1
spirited , 1
feeds , 1
arts , 1
imitations , 1
stalde , 1
property , 1
leuying , 1
powers , 3
alliance , 1
combind , 1
couert , 1
disclosd , 1
perils , 2
surest , 1
stake , 1
bayed , 1
millions , 1
mischeefes , 1
drum , 2
lucillius , 14
army , 7
pindarus , 12
lucil , 6
salutation , 1
greets , 1
ill , 7
officers , 1
vndone , 1
pin , 2
doubted , 1
receiud , 1
courtesie , 1
instances , 1
friendly , 3
vsd , 1
describd , 1
cooling , 1
sicken , 1
decay , 1
vseth , 1
enforced , 1
trickes , 1
simple , 1
hollow , 1
horses , 1
gallant , 2
low , 3
crests , 1
deceitfull , 1
iades , 1
triall , 1
sardis , 3
quarterd , 1
arriud , 1
gently , 1
sober , 1
hides , 1
softly , 2
armies , 1
wrangle , 1
enlarge , 1
commanders , 2
charges , 1
guard , 1
appear , 1
condemnd , 2
noted , 1
pella , 1
taking , 1
bribes , 2
sardians , 1
praying , 1
slighted , 1
case , 1
nice , 1
comment , 1
itching , 2
sell , 2
mart , 1
offices , 1
vndeseruers , 1
corruption , 1
chasticement , 2
bleede , 1
iustice , 2
villaine , 1
touchd , 1
formost , 1
supporting , 1
robbers , 1
contaminate , 1
space , 1
large , 1
grasped , 1
dogge , 1
bay , 1
moone , 1
baite , 1
indure , 2
hedge , 1
older , 1
practice , 2
abler , 1
farther , 1
possible , 1
rash , 2
choller , 1
frighted , 1
madman , 1
stares , 1
proud , 2
break , 1
chollericke , 1
bondmen , 2
bouge , 1
crouch , 1
testie , 1
digest , 1
venom , 1
spleene , 1
split , 1
mirth , 2
waspish , 1
vaunting , 1
learne , 1
liud , 2
tempted , 1
presume , 1
sorry , 2
threats , 1
summes , 1
denyd , 4
raise , 2
money , 1
coine , 1
wring , 1
peazants , 1
indirection , 1
pay , 2
legions , 4
growes , 1
couetous , 1
locke , 1
rascall , 1
counters , 1
thunderbolts , 1
dash , 1
foole , 1
back , 1
infirmities , 1
aweary , 1
hated , 1
braud , 1
checkd , 1
obserud , 1
notebooke , 1
learnd , 1
cond , 1
roate , 1
naked , 1
breast , 1
plutos , 1
richer , 1
hate , 1
worst , 2
louedst , 2
sheath , 1
scope , 1
dishonor , 1
yoaked , 1
lambe , 1
carries , 1
anger , 1
inforced , 1
hastie , 1
sparke , 1
straite , 1
temperd , 2
vexeth , 1
mother , 3
forgetfull , 2
henceforth , 1
ouerearnest , 1
heel , 1
chides , 1
generals , 4
grudge , 1
ime , 1
vildely , 1
cynicke , 1
rime , 1
warres , 1
iigging , 1
companion , 1
lodge , 1
companies , 1
messala , 25
immediately , 2
bowle , 1
philosophy , 2
accidentall , 1
scapd , 1
killing , 1
insupportable , 1
touching , 1
losse , 1
impatient , 1
absence , 1
tydings , 3
distract , 1
attendants , 1
absent , 1
swallowd , 1
dyd , 1
tapers , 1
bowl , 1
vnkindnesse , 1
drinkes , 1
thirsty , 1
pledge , 1
oreswell , 1
cup , 1
necessities , 1
receiued , 1
bending , 1
expedition , 1
philippi , 11
mess , 2
selfesame , 1
tenure , 1
addition , 1
billes , 2
outlarie , 1
agree , 1
dyde , 1
proscriptions , 1
messa , 19
meditating , 1
losses , 1
shold , 1
marching , 2
enemie , 1
waste , 1
weary , 1
souldiers , 2
doing , 1
lying , 1
defence , 1
nimblenesse , 1
force , 1
twixt , 1
forcd , 1
affection , 1
grugd , 1
contribution , 1
fuller , 1
refresht , 1
added , 2
encouragd , 1
tride , 1
vtmost , 1
brim , 1
ripe , 1
encreaseth , 1
height , 1
readie , 1
decline , 1
leades , 1
omitted , 1
voyage , 1
bound , 2
shallowes , 1
miseries , 1
afloat , 1
current , 1
ventures , 1
deepe , 1
crept , 1
obey , 1
necessitie , 1
niggard , 1
early , 2
gowne , 4
repose , 1
beginning , 1
diuision , 1
tit , 5
farwell , 1
speakst , 1
drowsily , 1
orewatchd , 1
claudio , 6
cushions , 1
varrus , 3
var , 4
cals , 1
sirs , 4
otherwise , 1
bethinke , 1
booke , 1
sought , 1
pocket , 1
lordship , 1
canst , 2
heauie , 1
straine , 2
duty , 2
song , 1
sleepy , 1
tune , 1
murdrous , 1
layest , 1
mace , 1
wake , 1
breakst , 1
leafe , 1
reading , 1
ghost , 6
burnes , 1
weakenesse , 1
shapes , 1
apparition , 1
angell , 1
makst , 1
comst , 2
vanishest , 1
strings , 1
cryedst , 1
clau , 2
powres , 1
quintus , 1
hopes , 1
hilles , 1
vpper , 1
regions , 1
proues , 1
battailes , 2
warne , 1
answering , 1
tut , 1
bosomes , 1
places , 1
brauery , 1
fasten , 1
courage , 1
messenger , 1
mes , 1
battaile , 4
field , 6
exigent , 1
parley , 1
oct , 1
vntill , 1
signall , 1
blowes , 2
strokes , 2
witnesse , 2
hole , 1
crying , 1
posture , 1
rob , 1
hibla , 1
bees , 1
honylesse , 1
stinglesse , 1
soundlesse , 1
stolne , 1
buzzing , 1
threat , 1
villains , 1
hackt , 1
sides , 1
shewd , 2
teethes , 1
apes , 1
fawnd , 1
bowd , 1
kissing , 1
feete , 1
damned , 1
behinde , 1
necke , 1
arguing , 1
redder , 1
drops , 1
thirtie , 1
auengd , 1
slaughter , 1
vnlesse , 1
bringst , 1
wert , 1
yongman , 1
couldst , 1
peeuish , 1
schoolboy , 1
worthles , 1
masker , 1
reueller , 1
defiance , 1
hurle , 1
stomackes , 1
blow , 1
billow , 1
swimme , 1
barke , 1
storme , 1
hazard , 1
birthday , 1
compelld , 1
liberties , 1
epicurus , 1
partly , 2
presage , 1
former , 1
ensigne , 2
eagles , 1
pearchd , 1
gorging , 1
feeding , 1
soldiers , 2
consorted , 1
steeds , 1
rauens , 1
crowes , 1
kites , 1
downward , 1
sickely , 1
prey , 1
shadowes , 1
canopy , 1
fatall , 1
constantly , 1
rests , 1
incertaine , 1
befall , 1
lose , 1
determined , 1
cato , 10
cowardly , 1
arming , 1
prouidence , 1
gouerne , 1
below , 1
thorow , 1
begun , 1
euerlasting , 1
parting , 2
alarum , 7
ride , 5
lowd , 1
demeanor , 1
push , 2
ouerthrow , 1
alarums , 3
turning , 1
titin , 5
eagerly , 1
inclosd , 1
pind , 3
tents , 2
hill , 3
louest , 1
mount , 1
spurres , 2
troopes , 2
assurd , 1
notst , 1
breathed , 1
compasse , 1
enclosed , 1
horsemen , 1
lights , 1
tane , 6
showt , 1
sirrah , 1
parthia , 1
prisoner , 2
sauing , 1
whatsoeuer , 1
attempt , 1
freeman , 1
bowels , 1
search , 1
hilts , 2
couerd , 1
guide , 1
killd , 2
ouerthrowne , 1
disconsolate , 1
setting , 1
rayes , 1
clowds , 1
dewes , 1
mistrust , 2
hatefull , 1
error , 2
melancholies , 1
childe , 1
conceyud , 1
byrth , 1
kilst , 1
engendred , 1
thrusting , 2
report , 1
piercing , 1
darts , 1
inuenomed , 1
hye , 1
wreath , 1
victorie , 1
misconstrued , 1
garland , 1
bidding , 1
apace , 1
regarded , 1
dies , 1
strato , 9
volumnius , 8
slaine , 2
entrailes , 1
far , 1
owe , 1
mo , 1
tharsus , 1
funerals , 1
campe , 1
discomfort , 1
labio , 1
flauio , 1
bastard , 1
foe , 1
countries , 2
dyest , 2
brauely , 1
mayst , 1
sold , 2
2sold , 1
1sold , 1
assure , 2
prize , 1
kindnesse , 1
dardanius , 3
clitus , 5
remaines , 1
rocke , 1
clit , 6
statillius , 1
torchlight , 1
slaying , 1
dard , 3
request , 1
meditates , 1
vessell , 1
runnes , 1
list , 1
volum , 2
appeard , 1
fields , 1
seest , 1
beat , 1
pit , 1
tarry , 1
prethee , 1
whilest , 1
vol , 1
office , 1
cly , 2
tarrying , 1
loosing , 1
attaine , 2
history , 1
hangs , 1
labourd , 1
smatch , 1
stra , 4
wel , 1
retreat , 1
conquerors , 1
thank , 1
saying , 1
entertaine , 1
dyed , 1
latest , 1
seruice , 1
elements , 1
mixt , 1
ly , 1
ordered , 1
honourably , 1
omnes , 1
finis , 1
ivlivs , 1
