Word , Count 
dane,5
galls,3
pelion,2
conception,2
holds,6
extant,2
country,3
pursuest,2
clap't,2
thrice,5
yeeld,2
last,13
dawning,2
ambass,2
sun,4
sometimes,6
draw,10
abstracts,2
lost:,2
hast,28
bawd,2
lords,6
summons,2
transformation:,2
admiration,4
quality:,2
forehead,3
yawne,2
faults,4
solemne,3
teach,6
daughter:,3
aboord:,2
morrow,6
sixe,4
acts,3
vnlimited,2
faith:,2
carpenter,3
hypocrite,2
wore,2
highly,2
bodilesse,2
somewhat,2
command'ment,3
vs,59
get,10
retyrement,2
doubtfull,3
sipping,2
esile,2
infants,2
arme,4
illo,2
dew,3
waites,2
blowes,3
cou'nant,2
afflict,2
coniectures,2
fitting,2
pith,3
key,2
consider'd,2
confesse,6
beaten,2
milkie,2
decline,2
breed,3
fruites,2
norman,4
rises,3
busie,2
rauell,2
without,14
sending,3
thoughts,18
asunder,2
tast,2
moones,2
assaies,2
tongue,13
broke,3
youth:,2
oppression,2
fantasticke,2
puh,3
hop'd,2
forgetting,2
scape,3
behoues,2
vsurp'st,2
frailty,2
bleed,2
ioyne,3
vnfold,4
win,3
eielids,2
sheepe,2
greatnesse,2
face,10
summe,2
those,21
a'th',3
mutine,2
cart,2
hora,10
encompassement,2
a-downe-a,2
clown,3
drowned,2
kibe,2
doores,3
statutes,2
towards,3
defeate,2
indiscretion,2
impittious,2
deuoutly,2
bare-foot,2
assis,2
accent,3
once,17
obseruance,2
hamlet;,3
gins,2
hit;,2
horatio:,3
harshly,2
quintessence,2
encounter:,2
extorted,2
treason,6
mee,9
espials,2
frown'd,2
byrlady,3
yases,2
deerely,2
wormwood,3
imbark't;,2
men,9
hymen,2
ont,2
paconcies,2
gather,4
weake,3
greefe,11
affear'd,2
waight,2
barren,2
mew,2
gambals,2
auspicious,2
sawes,2
roses,2
snatches,2
ioynt-labourer,2
matter,24
rood,2
groundlings:,2
bace,2
turbulent,2
field,2
done:,2
beg,2
hitherto,3
wrath,2
stiffely,2
indeede,4
receiue,8
distemper,4
iade,2
halfepeny;,2
reform'd,2
virgin,2
enseamed,2
our,131
belike,3
fast,5
eaten,2
reaches,2
consummation,2
ratified,2
moue:,2
sighe,2
any,18
betimes,2
bubbles,2
performance,2
accident:,2
beauties,2
shake;,2
wantonnesse,2
armes,8
eleuen,2
freely,5
puzels,2
loosed,2
shoote,3
they,89
monthes,2
three,10
cautell,2
shout,2
cerimony,3
slender,2
riuals,2
vbique,2
mountaines;,2
especially,2
plague,3
leads,2
hadst,2
caps,2
lye,9
duties,2
driue,3
enter,86
denmarke:,2
superfluous,2
slaughters,2
peculiar,3
bedrid,2
abus'd:,2
begger,4
stay,11
commend,5
proiect,2
secure,3
effect,7
moore,2
motion,3
elsonower,3
along,4
vacancie,2
conioyn'd,2
oddes:,2
euidence,2
heathen,2
whale,3
glasse,3
sworne:,2
deepely,2
discourse,6
renish,3
fran,9
needes,2
scanter,2
ends,3
blanket,2
french,6
warrantie,2
gifts,5
'em,3
made,30
restrain'd,2
annuall,2
dicers,2
thinkst,2
question;,2
mark,3
mothers,7
eager,2
how,89
tryalls:,2
last:,2
leane,2
drum,2
orizons,2
iuyce,2
sir,56
pronouncing,2
eene,2
griefe,3
treacherous,3
dukes,2
past,5
confusion:,2
vnknowing,2
claudius,2
falsely,2
shirt,2
flat,4
crack,2
pestilent,3
readie,3
exceed,2
suffred,2
nonce;,2
to't,2
assay,3
conceiue,2
dignity,3
fetch,3
dotes,2
gaine,2
orbe,2
greenly,2
amaz'd,2
inclination,3
glow-worme,2
outface,2
color,2
senselesse,3
inheritor,2
be:,4
immediate,2
horatio,39
verse,2
order,4
dreaded,2
vnder,6
account,2
lord,204
another,7
bow,4
euermore,2
will,147
rosincrane;,2
windes,3
roaming,2
distilment;,2
bell,3
ore-stop,2
lier,2
reckoning,2
drawes,3
cowards,2
base,5
gyant-like,2
absurd,3
shalt,6
harrowes,2
salt,4
policie,2
opposed,2
occurrents,2
beautied,2
weight,2
heauenly,4
widdow,2
liberall,4
opinion,2
heauen-kissing,2
libertie,2
racke,2
cause,14
ophelia;,2
playes,2
finis,2
iustly,4
kicke,2
antike,2
norwey:,2
due,2
carrion-,2
ore-crowes,2
tother,2
coniure,3
bonet,2
forgot:,2
maiesties,3
seuerall,2
bloody,4
conqueror:,2
louing,4
worne,2
shoue,2
friending,2
prouidence,3
perpend,2
napkin,2
truster,2
vnpregnant,2
instrument,3
question,13
imperfections,2
imployment,3
woo't,5
seeming,5
leysure:,2
mind,2
prologue,5
playing,3
ioue,3
trulie:,2
foyles:,2
moue,6
niobe,2
cases,2
blasts,2
blazes,2
deede,3
ocean,2
traitorous,2
pregnant,3
hat,3
vnhand,2
niggard,2
encombred,2
touch'd,2
pluckes,3
vanquisher,2
picked,2
sorts,2
lightest,2
front,2
secrets,2
seiz'd,2
incontinencie;,2
woodcocke,2
comma,2
breefe,4
frenchman,2
rich,4
powres,3
delicate,2
preaching,2
wards,2
old,17
humbly,5
dread,6
away,24
flaming,3
deliuer'd,3
funerall,4
sister's,2
hang;,2
chances,2
too:,3
dearest,2
doo't,6
sandal,2
sleepe,9
nere,2
odde,3
wombe,2
come:,4
tryall,3
calue-skinnes,2
reare,2
drugges,2
possitiuely,2
often,3
scratcht,2
poland,2
yesterday,2
sweat,3
capitall,3
stopp,2
sulleyes,2
denmarke,19
stirring,2
shee's,2
gidge,2
mad;,2
sitting,2
here,8
feates,2
strutted,2
giuen,11
ship,2
chorus,2
coronation,2
poniards,2
scarsely,2
whiffe,2
chace,2
houer,2
knaues,2
imports,4
blame,5
divulging,2
discouery,2
vnkinde,2
spirit;,2
vnlesse,4
drumme,3
tune,3
sweaty,2
carriages,6
afarre,2
death-bed,2
parle,2
beares,3
hyperions,2
awake,3
leasure,2
sacred,2
masters,5
town-cryer,2
vnripe,2
halfe,6
resolution,2
intreate,2
dowrie,2
assaid;,2
spred,3
childe,3
murthered,2
me;,10
dumbe,7
heeles,5
state,14
flushing,2
iigge-maker:,2
eare,16
put,23
buyer,2
be,187
behaued,2
kings,9
hallow'd,2
prosperously,2
window,2
flagons,2
osricke,6
sate,4
violets,3
banke,2
courses,2
tribute,2
hurling,2
inch,2
hardy,2
axe,3
ouerthrowne,2
winde,12
whore,2
broad,3
season'd,2
liege,4
angels,4
rul'd,3
winner,2
eares,10
cap,4
sindging,2
pronounce,2
guil,11
smelt,2
queen,9
need,2
passes,2
accurst,2
fye,3
denmarkes,2
buy,4
only,2
grant,2
burthen,2
million,2
accident,3
buriall;,2
heere's,6
wee'l,14
cursing,2
indued,2
fac'd,2
briefe,3
satyricall,2
inmost,2
tediousnesse,2
taske,2
assistant,2
forgery,2
supposall,2
taints,2
instrumentall,2
gently;,2
reserue,2
filme,2
aslant,2
lay,9
puft,2
temperance,2
flaggon,2
bodie,2
hall;,2
norway,5
lasts,2
moues,2
tearmes,3
voyage;,2
lapwing,2
varnish,2
hebenon,2
lowd;,2
rather,5
fishmonger:,2
blesse,4
progresse,2
impression,2
peace,8
heaues,2
bitter,4
kill,5
choller,3
from,88
vnkle:,2
continuall,2
there's,17
precedent,2
dutie,6
sprung,2
honest,12
starre,5
reuerted,2
forfeite,2
iaw-bone,2
praises,2
capitol:,2
sets,2
see'st,2
life,28
vouchers,3
affliction,4
back'd,2
valentine,2
spoken,3
pledge,2
forget,4
loose:,2
world,25
knew'st,2
vantage,3
excuse,2
rascall,2
breakes,2
allowed,3
befalne,2
daysie,2
lap,3
braines,6
propertie,2
drinkes,3
plye,2
primall,2
pictures,2
region,3
befitted,2
lesse,8
messenger,5
words,20
pierce,2
ambition:,2
mine;,2
operant,2
diuel,3
in't;,3
riuet,2
manner,2
paiocke,2
shipped,2
t',5
must:,2
wedding,2
subiect,3
reynoldo,5
thing-,2
princes,2
fortune,10
attractiue,2
implements,2
translate;,2
spheres,2
moult,2
intend,2
seruice,7
occasion,3
gent,3
bended,2
goblins,2
guildensterne,18
necessary,3
conuey,2
perturbed,2
sea-gowne,2
scholler;,2
name's,2
co-mingled,2
grace,12
ranck,2
comrade,2
arme:,2
tread,2
reuenge,12
cataplasme,2
tyrant,2
perfections,2
pester,2
done,21
proue,4
blush,3
lash,2
qualifies,2
length,4
play,35
commings,2
gilded,2
expell,3
thus,42
dislike,2
poyson'd,3
sure,8
helpfull,2
after,14
cure,2
ended,2
skirts,2
nights,5
sorrow,7
gratis,2
musty,2
if,112
stubbornnesse,2
beteene,2
equall,3
comes:,3
showes,2
mountaines,2
draughts,2
slight,2
defence;,2
cabin,2
to,684
eight,2
worthy,2
world's,2
re-deliuer,2
reechie,2
decayer,2
strings,2
quoth,2
mar,32
strangely,3
bestow,4
oathes,2
coated,2
beleeue;,2
froward,2
trade,3
husband,9
grace;,2
ending,2
wary,3
vndertakings,2
rew,3
vnproportion'd,2
haunt,2
stirr'd,2
almost,8
working,2
phrase,8
too't,8
ee'n,4
speakes:,2
shrow'd,2
pastorall:,2
meane,13
vngracious,2
pompe,2
carried,2
cosin,4
seas,3
cleerely,2
drop,2
lone,2
steele:,2
forestall,2
aeneas,2
shadowes:,2
absolute,2
closset,2
muddy,2
sorrowes,2
cousend,2
vow,3
deuill,2
worse,4
oath,3
quick-siluer,2
turne,5
1.player,2
vncharge,2
matter;,2
moode,2
mistake,2
reueng'd,3
seales,2
challice,2
mirrour,2
manet,4
'gainst,6
heauen;,2
wit,5
assaile,2
selfe-slaughter,2
begin,7
greene,2
romage,2
married,4
likes,4
exclaim,2
vndiscouered,2
clossets,2
purer,2
obsequies,2
i'th',20
considered:,2
desire,7
controuersie,2
raines,2
passages,2
owner,2
profit,3
cal'd,3
puts,3
millions,2
hee'l,2
foure,5
spirit,13
'tweene,2
mountaine,4
laid,3
tugging,2
theft,2
glean'd,2
comes,22
disclos'd,2
prate,2
repent,3
containing,2
affaires,2
imploy,2
nettles,2
mother:,4
vs:,3
ministers,2
stew'd,2
warm'd;,2
bird,3
giue,60
come,99
vertue,14
choyse,2
feare-surprized,2
hideous,2
saint,2
falles,4
vnsanctified,2
hiperion,2
hidious,2
envenom'd:,2
work,2
zone,2
empire,2
returnes,3
holla,2
fauour,5
all,106
poesie,2
tongues,3
frowningly,2
foredoes,2
suck't,2
siluer'd,2
bin,8
venom'd,2
reuengefull,2
dream't,2
resolue,2
soueraignty,2
imaginations,2
would,69
strange:,2
madnesse,20
cloake,2
lowd,2
ist,4
knowe,2
confines,2
it:,8
vowes;,2
deerest,2
lookes:,2
circumscrib'd,2
wringing,2
strewments,2
known,2
vulgar:,2
frost,2
sigh,3
affaire,4
aboord,3
toy,3
encrease,2
first;,2
sheets:,2
whilst,4
foode,2
lord:,5
six,2
recognizances,2
wag'd,2
mourning,2
euerlasting,2
hum,2
bat,2
ministring,2
hoby-horse,2
affectation,2
vnkennell,2
pursie,2
tame,4
himselfe,18
heere:,3
bodies,4
protestation,2
expend,2
queene:,4
louer,2
attends,2
flame,3
bapt,2
where's,4
and,863
heare:,2
reputation,2
propheticke,2
boule,2
roome,3
rosincran,2
that,359
none,12
this;,2
short,6
sort,3
shreds,2
once:,2
strick'd,2
impotence,2
needs,7
frame,5
sir;,3
